rank,value_score,model,year,km,price,motivation_score,price_drop_pct,num_price_cuts,bump_count,days_on_market,is_clean,is_bayi,damage_changed_count,damage_painted_count,damage_local_painted_count,feature_count,battery,seller_type,heavy_damage_record,km_per_year,price_score,km_score,damage_score,feature_score,depr_score,trim_mult,clean_bonus,bayi_bonus,new_changed_penalty,price_history,dq_reason,sahibinden_id,title,url
201,33.5,4S,2022,9000,9305000,28.2,7.4,2,2,39,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,2250,-1.043,0.925,1.0,0.0,0.4,1.0,5.0,0.0,0.0,"10,050,000 (17 May 26) -> 9,600,000 (09 Jun 26) -> 9,305,000 (17 Jun 26)",,1316483889,4S/Performance/P­lus/Air/Yolcu/E­kranı/Istma/Soğu­tma/Isı/Pompası,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-4s-performance-plus-air-yolcu-ekrani-istma-sogutma-isi-pompasi-1316483889/detay
202,33.5,Turbo S,2020,49000,10500000,30.6,4.5,1,2,138,Yes,Yes,0.0,0.0,0.0,43.0,PB Plus (93.4 kWh),Sahibinden,Hayır,8167,-1.196,0.728,1.0,0.754,0.1,1.08,5.0,3.0,0.0,"11,000,000 (07 Feb 26) -> 10,500,000 (09 Jun 26)",,1104474154,TAYCAN TURBO S %20 KDV,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-taycan-turbo-s-20-kdv-1104474154/detay
203,33.4,Taycan,2021,11000,7990000,11.9,0.0,0,2,71,Yes,Yes,0.0,0.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,2200,-1.288,0.927,1.0,0.825,0.25,0.95,5.0,3.0,0.0,"7,800,000 (15 Apr 26) -> 7,990,000 (17 Jun 26)",,1311063605,İhsanın Garajı/2021/TAYCAN/­BOYASIZ/PERF.BATAR­YA/476HP/AİRMA/BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ihsanin-garaji-2021-taycan-boyasiz-perf.batarya-476hp-airma-bayi-1311063605/detay
204,33.1,4S,2021,6001,9050000,25.5,5.7,2,2,39,Yes,Yes,0.0,0.0,0.0,34.0,PB Plus (93.4 kWh),Galeriden,Hayır,1200,-1.346,0.96,1.0,0.596,0.25,1.0,5.0,3.0,0.0,"9,600,000 (17 May 26) -> 9,100,000 (09 Jun 26) -> 9,050,000 (17 Jun 26)",,1316932530,"""""GARDEN""""2021 BAYİ SİYAH/DERİ İÇ MEKAN KIRMIZI FREN.K",https://www.sahibinden.com/ilan/vasita-otomobil-porsche-garden-2021-bayi-siyah-deri-ic-mekan-kirmizi-fren.k-1316932530/detay
205,33.0,Taycan,2021,107000,7500000,9.9,0.0,0,1,71,Yes,No,0.0,0.0,0.0,40.0,PB (79.2 kWh),Sahibinden,Hayır,21400,-0.571,0.287,1.0,0.702,0.25,0.95,5.0,0.0,0.0,"7,000,000 (15 Apr 26) -> 7,500,000 (01 Jun 26)",,1310840360,Porsche Taycan 2022 trafiğe çıkış hatasız boyasız değişensiz,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-2022-trafige-cikis-hatasiz-boyasiz-degisensiz-1310840360/detay
206,31.6,4S,2020,75376,7300000,13.2,5.2,1,0,8,No,Yes,0.0,2.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,12563,-0.263,0.581,0.75,0.0,0.1,1.0,0.0,3.0,0.0,"7,700,000 (17 Jun 26) -> 7,300,000 (25 Jun 26)",,1321959223,ALKAN AŞ 2020 BAYİ PORSCHE TAYCAN 4S PERF.PLS-BOSE-ISITMA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-alkan-as-2020-bayi-porsche-taycan-4s-perf.pls-bose-isitma-1321959223/detay
207,31.3,4S,2023,0,11250000,33.3,0.0,0,9,138,Yes,No,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,0,-1.432,1.0,1.0,0.0,0.6,1.0,5.0,0.0,0.0,"11,250,000 (07 Feb 26)",,1297479426,YENİKÖY MOTORS İZMİR - 2023 PORSCHE TAYCAN 4S PERFORMANCE PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-izmir-2023-porsche-taycan-4s-performance-plus-1297479426/detay
208,31.3,4S,2023,20000,11500000,23.1,0.0,0,6,100,Yes,Yes,0.0,0.0,0.0,40.0,PB Plus (93.4 kWh),Galeriden,Hayır,6667,-1.703,0.778,1.0,0.702,0.6,1.0,5.0,3.0,0.0,"9,950,000 (17 Mar 26) -> 10,750,000 (15 Apr 26) -> 11,500,000 (17 May 26)",,1303470181,GZL MOTORS DAN 2023 Taycan 4S Performance Plus İÇİ KIRMIZI BAYİİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-gzl-motors-dan-2023-taycan-4s-performance-plus-ici-kirmizi-bayii-1303470181/detay
209,31.2,4S,2022,14940,9490000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,3735,-1.305,0.876,1.0,0.0,0.4,1.0,5.0,3.0,0.0,"9,490,000 (25 Jun 26)",,1324114731,''PALA OTO'' BAYİ+SOĞUTMA+BOSE+­Y.EKRAN+CHRONO+22 KW+AİR+20''JANT,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-pala-oto-bayi-plussogutma-plusbose-plusy.ekran-pluschrono-plus22-kw-plusair-plus20-jant-1324114731/detay
210,30.9,4S,2020,11000,8250000,0.4,0.0,0,0,4,Yes,Yes,0.0,0.0,0.0,57.0,PB Plus (93.4 kWh),Galeriden,Hayır,1833,-1.474,0.939,1.0,1.0,0.1,1.0,5.0,3.0,0.0,"8,250,000 (21 Jun 26)",,1323244033,2021-BAYİ ÇIKŞ 11.000 KM/İÇİ KIRMIZ/HATASZ/MİSİON JANT/YLC.EKRAN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-bayi-ciks-11.000-km-ici-kirmiz-hatasz-mision-jant-ylc.ekran-1323244033/detay
211,30.4,4S,2020,34000,7750000,0.4,0.0,0,0,4,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,5667,-0.837,0.811,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,400,000 (21 Jun 26) -> 7,750,000 (25 Jun 26)",,1323684463,EKİP OTO'DAN HATASIZ GARANTİLİ SERVİS BAKIMLI FUL PAKET DÜŞÜK KM,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ekip-oto-dan-hatasiz-garantili-servis-bakimli-ful-paket-dusuk-km-1323684463/detay
212,30.4,Taycan,2022,26000,8985000,27.1,1.3,1,5,100,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,6500,-1.184,0.783,1.0,0.0,0.4,0.95,5.0,3.0,0.0,"8,750,000 (17 Mar 26) -> 8,950,000 (04 May 26) -> 9,100,000 (01 Jun 26) -> 8,985,000 (11 Jun 26)",,1303577230,ÖZERLER MOTORSTAN 2022 PORSCHE TAYCAN YOL EKRN+AİR+İÇ KRMZ+BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ozerler-motorstan-2022-porsche-taycan-yol-ekrn-plusair-plusic-krmz-plusbayi-1303577230/detay
213,28.7,4S,2020,61950,8100000,13.4,0.0,0,2,85,Yes,Yes,0.0,0.0,0.0,43.0,PB Plus (93.4 kWh),Sahibinden,Hayır,10325,-1.283,0.656,1.0,0.754,0.1,1.0,5.0,3.0,0.0,"7,100,000 (01 Apr 26) -> 7,300,000 (15 Apr 26) -> 7,550,000 (04 May 26) -> 8,100,000 (17 Jun 26)",,1264521387,HATASIZ. GARANTİSİ DEVAM EDİYOR.,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-garantisi-devam-ediyor-1264521387/detay
214,28.2,Turbo S,2020,6001,10990000,33.3,0.0,0,9,138,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,1000,-1.616,0.967,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"9,800,000 (07 Feb 26) -> 10,990,000 (01 Mar 26)",,1293071257,ULU MOTORS TR'TEK/FULL OPSİYON/BAYİ/TURBO S/CARBON JANT/5000KM,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ulu-motors-tr-tek-full-opsiyon-bayi-turbo-s-carbon-jant-5000km-1293071257/detay
215,27.8,4S,2021,40000,9250000,16.3,0.0,0,3,93,Yes,Yes,0.0,0.0,0.0,48.0,PB Plus (93.4 kWh),Sahibinden,Hayır,8000,-1.583,0.733,1.0,0.842,0.25,1.0,5.0,3.0,0.0,"8,850,000 (24 Mar 26) -> 9,250,000 (15 Apr 26)",,1306190339,HATASIZ KUSURSUZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-kusursuz-1306190339/detay
216,27.7,4S,2020,51000,7950000,25.3,0.0,0,5,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,8500,-1.092,0.717,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"6,980,000 (07 Feb 26) -> 7,250,000 (17 Mar 26) -> 7,550,000 (04 May 26) -> 7,950,000 (17 Jun 26)",,1249256069,SAHİBİNDEN BAYİ HATASIZ BOYASIZ TRAMERSİZ TAYCAN 4S P.PLUS 571,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-bayi-hatasiz-boyasiz-tramersiz-taycan-4s-p.plus-571-1249256069/detay
217,27.6,4S,2022,29750,9575000,0.4,0.0,0,0,4,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,7438,-1.425,0.752,1.0,0.0,0.4,1.0,5.0,3.0,0.0,"9,575,000 (21 Jun 26)",,1323634056,SELÇUKLU OTOMOTİV KONYA BAYİ 21JNT HEADUP DİSTR. ARKA AKS CARBON,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-selcuklu-otomotiv-konya-bayi-21jnt-headup-distr-arka-aks-carbon-1323634056/detay
218,27.3,4S,2020,33000,8045000,43.3,2.5,2,8,138,Yes,Yes,0.0,0.0,0.0,2.0,PB Plus (93.4 kWh),Galeriden,Hayır,5500,-1.213,0.817,1.0,0.035,0.1,1.0,5.0,3.0,0.0,"8,250,000 (07 Feb 26) -> 7,695,000 (01 Apr 26) -> 7,525,000 (15 Apr 26) -> 7,825,000 (17 May 26) -> 8,045,000 (17 Jun 26)",,1262674058,EFH HATASIZ BAYİ 2020 P/PLUS YOLCU EKRANI/SOĞUTMA/­ARKKLMA/%20KDV,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-efh-hatasiz-bayi-2020-p-plus-yolcu-ekrani-sogutma-arkklma-20kdv-1262674058/detay
219,27.2,4S,2020,67000,7921000,1.8,0.0,0,0,16,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,11167,-1.055,0.628,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,621,000 (09 Jun 26) -> 7,921,000 (25 Jun 26)",,1320609903,TERTEMIZ HATASIZ BOYASIZ EN DOLUSU SPORT DESİNG GECE GORUS AKS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-tertemiz-hatasiz-boyasiz-en-dolusu-sport-desing-gece-gorus-aks-1320609903/detay
220,27.2,Turbo S,2020,16800,11000000,3.8,0.0,0,1,16,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,2800,-1.624,0.907,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"11,000,000 (09 Jun 26)",,1319924568,CABİR'DEN 2020 TAYCAN TURBO S BURMESTER-SER­AMİK-AİR-BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-cabir-den-2020-taycan-turbo-s-burmester-seramik-air-bayi-1319924568/detay
221,27.2,Turbo S,2021,52000,14999000,15.9,0.0,0,4,71,Yes,No,0.0,0.0,0.0,49.0,PB Plus (93.4 kWh),Galeriden,Hayır,10400,-1.534,0.653,1.0,0.86,0.25,1.08,5.0,0.0,0.0,"14,999,000 (15 Apr 26)",,1060501848,LUNAGARAGE TAYCAN TURBO S 760 HP KARBON SPORT DESİGN SERAMİK,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-lunagarage-taycan-turbo-s-760-hp-karbon-sport-design-seramik-1060501848/detay
222,26.8,Taycan,2020,50000,8500000,17.9,0.0,0,5,71,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,8333,-1.06,0.722,1.0,0.0,0.1,0.95,5.0,3.0,0.0,"7,750,000 (15 Apr 26) -> 8,500,000 (17 Jun 26)",,1309337210,Umut autodan hatasız porsche taycan,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-umut-autodan-hatasiz-porsche-taycan-1309337210/detay
223,24.9,Turbo,2020,70000,10000000,26.9,0.0,0,7,116,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,11667,-1.316,0.611,1.0,0.561,0.1,1.05,5.0,0.0,0.0,"10,000,000 (01 Mar 26)",,1302309345,TAYCAN TURBO,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-taycan-turbo-1302309345/detay
224,24.6,4S,2021,6400,9140000,54.4,0.7,5,9,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,1280,-1.452,0.957,1.0,0.0,0.25,1.0,5.0,0.0,0.0,"9,200,000 (07 Feb 26) -> 9,190,000 (17 Mar 26) -> 9,180,000 (04 May 26) -> 9,160,000 (01 Jun 26) -> 9,150,000 (09 Jun 26) -> 9,140,000 (25 Jun 26)",,1296002129,PORSCHE TAYCAN 4S PERFORMANCE PLUS HATASIZ BOYASIZ TRAMERSİZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-4s-performance-plus-hatasiz-boyasiz-tramersiz-1296002129/detay
225,23.5,4S,2020,21000,8125000,23.3,2.1,1,4,71,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,3500,-1.315,0.883,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"8,300,000 (15 Apr 26) -> 8,125,000 (09 Jun 26)",,1311048819,YENİKÖY MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS -AKS-SĞTM,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2020-porsche-taycan-4s-performance-plus-aks-sgtm-1311048819/detay
226,21.7,4S,2021,48000,9500000,9.8,0.0,0,2,52,Yes,Yes,0.0,0.0,0.0,43.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9600,-1.879,0.68,1.0,0.754,0.25,1.0,5.0,3.0,0.0,"9,500,000 (04 May 26)",,1311121735,"UZATILMIS GARANTİ, ÖZEL KOMBİNASYON, BOYASIZ, DEĞİŞENSİZ",https://www.sahibinden.com/ilan/vasita-otomobil-porsche-uzatilmis-garanti-ozel-kombinasyon-boyasiz-degisensiz-1311121735/detay
227,21.5,Taycan,2020,45000,8900000,23.3,0.0,0,4,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,7500,-1.427,0.75,1.0,0.0,0.1,0.95,5.0,3.0,0.0,"7,500,000 (07 Feb 26) -> 7,900,000 (15 Apr 26) -> 8,500,000 (09 Jun 26) -> 8,900,000 (17 Jun 26)",,985568902,LABARNA 2020 TAYCAN DOĞUŞ BAYİİ HATASIZ TAM DOLU BOSE SPORT CHOR,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-labarna-2020-taycan-dogus-bayii-hatasiz-tam-dolu-bose-sport-chor-985568902/detay
228,20.2,4S,2022,125000,9500000,3.8,0.0,0,1,16,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,31250,-1.319,0.0,1.0,0.526,0.4,1.0,5.0,0.0,0.0,"9,500,000 (09 Jun 26)",,1321269548,AL-TRAK OTOMOTİVDEN 2022 PORSCHE TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-al-trak-otomotivden-2022-porsche-taycan-4s-1321269548/detay
229,14.2,4S,2020,14000,8750000,25.1,0.0,0,7,100,Yes,Yes,0.0,0.0,0.0,4.0,PB Plus (93.4 kWh),Galeriden,Hayır,2333,-2.112,0.922,1.0,0.07,0.1,1.0,5.0,3.0,0.0,"8,750,000 (17 Mar 26)",,1304405198,M&B PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP BAYİ HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-m-b-porsche-taycan-4s-performance-plus-571hp-bayi-hatasiz-1304405198/detay
230,12.2,4S,2020,20700,8800000,10.3,0.0,0,3,39,Yes,No,0.0,0.0,0.0,24.0,PB Plus (93.4 kWh),Galeriden,Hayır,3450,-2.176,0.885,1.0,0.421,0.1,1.0,5.0,0.0,0.0,"8,800,000 (17 May 26)",,1315201415,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP+BOSE+SPORT,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-2020-porsche-taycan-4s-performance-plus-571hp-plusbose-plussport-1315201415/detay
231,7.5,Turbo,2020,40000,11500000,31.3,0.0,0,8,138,Yes,No,0.0,0.0,0.0,31.0,PB Plus (93.4 kWh),Galeriden,Hayır,6667,-2.448,0.778,1.0,0.544,0.1,1.05,5.0,0.0,0.0,"11,500,000 (07 Feb 26)",,1078270616,-VEGAS MOTORS-2020PORSCHE TAYCAN TURBOS BRABUS A.AKS SERAMİK AİR,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-vegas-motors-2020porsche-taycan-turbos-brabus-a.aks-seramik-air-1078270616/detay
232,7.4,Taycan,2021,16000,8890000,15.5,2.3,2,1,16,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,3200,-2.604,0.893,1.0,0.0,0.25,0.95,5.0,3.0,0.0,"9,100,000 (09 Jun 26) -> 8,875,000 (17 Jun 26) -> 8,700,000 (21 Jun 26) -> 8,890,000 (21 Jun 26)",,1319979990,WAW MOTORS'DAN BAYİİ PORSCHE TAYCAN HATASIZ BOYASIZ TRAMERSİZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-waw-motors-dan-bayii-porsche-taycan-hatasiz-boyasiz-tramersiz-1319979990/detay
233,4.4,4S,2020,13500,9200000,31.7,5.2,2,3,85,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,2250,-2.686,0.925,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"8,650,000 (01 Apr 26) -> 7,850,000 (15 Apr 26) -> 8,550,000 (04 May 26) -> 9,700,000 (21 Jun 26) -> 9,200,000 (25 Jun 26)",,1307296617,'X-CLUSIVE'2020 TAYCAN 4S PERFORMANCE PLUS-BOYASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-x-clusive-2020-taycan-4s-performance-plus-boyasiz-1307296617/detay
234,0.0,Turbo S,2020,44000,12650000,4.7,0.0,0,1,24,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,7333,-3.039,0.756,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"12,650,000 (01 Jun 26)",,1319165553,DOĞUŞ MASLAK ÇIKIŞLI 800V 2026 YENİ BATARYA 2031 KADAR GARANTİLİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-maslak-cikisli-800v-2026-yeni-batarya-2031-kadar-garantili-1319165553/detay
235,,Turbo,2020,38000,6500000,27.3,0.0,1,4,138,No,Yes,0.0,2.0,0.0,,PB Plus (93.4 kWh),Galeriden,Evet,6333,,,,,,,,,,"6,500,000 (07 Feb 26) -> 6,400,000 (24 Mar 26) -> 6,500,000 (09 Jun 26)",Heavy damage record,1292274477,TAYCAN TURBO 40 BİN KM-SERAMİK-ARKA AKS-MATRIX-GECE GORUS-BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-taycan-turbo-40-bin-km-seramik-arka-aks-matrix-gece-gorus-bose-1292274477/detay
236,,4S,2020,72800,5900000,31.9,4.8,2,3,91,No,No,0.0,2.0,0.0,,PB Plus (93.4 kWh),Sahibinden,Evet,12133,,,,,,,,,,"6,200,000 (26 Mar 26) -> 6,000,000 (01 Jun 26) -> 5,900,000 (17 Jun 26)",Heavy damage record,1306661831,PORSCH TAYCAN 4S PERFORMANCE PLUS 2021 CIKIŞLI,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsch-taycan-4s-performance-plus-2021-cikisli-1306661831/detay
237,,4S,2020,40500,5665000,11.9,0.0,0,2,71,No,No,2.0,0.0,0.0,,PB (79.2 kWh),Sahibinden,Evet,6750,,,,,,,,,,"5,325,000 (15 Apr 26) -> 5,665,000 (04 May 26)",Heavy damage record,1310085579,2020 MODEL TAYCAN 4s 530HP / ITHAL YOLCU EKRAN ISITM SOĞUTMA/NAV,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-model-taycan-4s-530hp-ithal-yolcu-ekran-isitm-sogutma-nav-1310085579/detay
238,,4S,2022,50000,6750000,3.8,0.0,0,1,16,Yes,Yes,0.0,0.0,0.0,,PB Plus (93.4 kWh),Galeriden,Evet,12500,,,,,,,,,,"6,750,000 (09 Jun 26)",Heavy damage record,1321058201,VERONA-2022 4S PERFORMANCE PLUS/YOLCU EKRAN/BOSE/A İR/NAV/BAYİ!,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-verona-2022-4s-performance-plus-yolcu-ekran-bose-air-nav-bayi-1321058201/detay
239,,Taycan,2020,97000,5780000,6.4,1.2,1,0,4,No,No,1.0,1.0,0.0,,PB Plus (93.4 kWh),Galeriden,Evet,16167,,,,,,,,,,"5,850,000 (21 Jun 26) -> 5,780,000 (25 Jun 26)",Heavy damage record,1323044962,PORSCHE TAYCAN YOLCU EKRANI ARKA AKS OLEA KOLTUK CARBON DİSK,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-yolcu-ekrani-arka-aks-olea-koltuk-carbon-disk-1323044962/detay
240,,4S,2020,54000,5800000,6.6,1.4,1,0,4,No,No,0.0,1.0,0.0,,PB Plus (93.4 kWh),Sahibinden,Evet,9000,,,,,,,,,,"5,880,000 (21 Jun 26) -> 5,800,000 (25 Jun 26)",Heavy damage record,1323544261,Taycan 4S Performans Plus 571 Bg *EMR* Özel Plaka,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-taycan-4s-performans-plus-571-bg-emr-ozel-plaka-1323544261/detay
241,,4S,2021,48000,8229750,0.0,0.0,0,0,0,No,Yes,3.0,0.0,0.0,,PB (79.2 kWh),Galeriden,Hayır,9600,,,,,,,,,,"8,229,750 (25 Jun 26)",3 changed parts,1324179794,Burak'tan Taycan 4S Performance Plus BOSE-Kırmızı Deri-YolcuEkrn,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-burak-tan-taycan-4s-performance-plus-bose-kirmizi-deri-yolcuekrn-1324179794/detay
