rank,value_score,model,year,km,price,motivation_score,price_drop_pct,num_price_cuts,bump_count,days_on_market,is_clean,is_bayi,damage_changed_count,damage_painted_count,damage_local_painted_count,feature_count,battery,seller_type,heavy_damage_record,km_per_year,price_score,km_score,damage_score,feature_score,depr_score,trim_mult,clean_bonus,bayi_bonus,new_changed_penalty,price_history,dq_reason,sahibinden_id,title,url
105,52.1,4S,2020,51000,6650000,56.9,3.5,6,8,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,8500,0.566,0.717,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"6,800,000 (07 Feb 26) -> 6,850,000 (01 Mar 26) -> 6,785,000 (17 Mar 26) -> 6,745,000 (24 Mar 26) -> 6,760,000 (15 Apr 26) -> 6,890,000 (04 May 26) -> 6,870,000 (17 May 26) -> 6,790,000 (09 Jun 26) -> 6,745,000 (21 Jun 26) -> 6,650,000 (25 Jun 26)",,1282094968,TURANLAR OTO GLERİDEN TAYCAN 4S PERFORMANCE PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-turanlar-oto-gleriden-taycan-4s-performance-plus-1282094968/detay
106,52.1,4S,2020,70365,6750000,7.8,0.0,1,1,16,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,11728,0.438,0.609,1.0,0.526,0.1,1.0,5.0,0.0,0.0,"6,490,000 (09 Jun 26) -> 6,650,000 (11 Jun 26) -> 6,550,000 (21 Jun 26) -> 6,750,000 (25 Jun 26)",,1321376571,PORSCHE TAYCAN 4S PERFORMANCE PLUS 571 CHRONO BOSE YOLCU EK,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-4s-performance-plus-571-chrono-bose-yolcu-ek-1321376571/detay
107,52.0,Turbo S,2020,14282,9200000,25.3,0.0,0,5,138,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,2380,-0.081,0.921,1.0,0.561,0.1,1.08,5.0,0.0,0.0,"9,200,000 (07 Feb 26)",,1265273902,TARGET MOTORS 2020 TAYCAN TURBO S 761 HP KARBON SERAMİK FREN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-target-motors-2020-taycan-turbo-s-761-hp-karbon-seramik-fren-1265273902/detay
108,51.6,4S,2020,118000,6440000,12.1,0.9,1,2,24,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,19667,0.834,0.344,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"6,140,000 (01 Jun 26) -> 6,340,000 (09 Jun 26) -> 6,500,000 (17 Jun 26) -> 6,440,000 (25 Jun 26)",,1318323702,2030 GARANTİLİ HATASIZ BOYASIZ TRAMERSİZ CAM TAVAN TAKAS OLUR,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2030-garantili-hatasiz-boyasiz-tramersiz-cam-tavan-takas-olur-1318323702/detay
109,51.5,Turbo S,2020,53500,9200000,14.1,1.1,1,2,39,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,8917,-0.081,0.703,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"9,300,000 (17 May 26) -> 9,200,000 (01 Jun 26)",,1315094450,Carbon SPORT DESiGN Paket - Bayi çıkışlı- Garantili,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-carbon-sport-design-paket-bayi-cikisli-garantili-1315094450/detay
110,51.5,Taycan,2025,6001,13700000,18.1,1.4,1,3,52,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (105 kWh),Galeriden,Hayır,6001,-0.665,0.8,1.0,0.561,1.0,0.95,5.0,3.0,0.0,"13,900,000 (04 May 26) -> 13,700,000 (17 Jun 26)",,1313682871,2025 ÖZEL SİPARİŞ/TAM DOLU/BAYİ ÇIKŞL Y.NESİL BATARYA UZUN MENZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2025-ozel-siparis-tam-dolu-bayi-ciksl-y.nesil-batarya-uzun-menz-1313682871/detay
111,51.5,4S,2020,38000,6890000,23.3,0.9,1,5,71,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,6333,0.26,0.789,1.0,0.526,0.1,1.0,5.0,0.0,0.0,"6,950,000 (15 Apr 26) -> 6,850,000 (11 Jun 26) -> 6,890,000 (17 Jun 26)",,1309455641,2020 MODEL & BOYASIZ & 38000KM & 490 hp & CAM TAVAN & AİR,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-model-boyasiz-38000km-490-hp-cam-tavan-air-1309455641/detay
112,51.3,4S,2021,44000,7950000,6.7,0.0,0,2,24,Yes,Yes,0.0,0.0,0.0,35.0,PB Plus (93.4 kWh),Galeriden,Hayır,8800,-0.041,0.707,1.0,0.614,0.25,1.0,5.0,3.0,0.0,"7,800,000 (01 Jun 26) -> 7,950,000 (09 Jun 26)",,1317856474,AYDEMİR CAR'DAN 2021 P.PLUS/ YOLCU EK. / SOĞUTMA /ARKA AKS/ BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-aydemir-car-dan-2021-p.plus-yolcu-ek-sogutma-arka-aks-bose-1317856474/detay
113,51.2,4S,2020,87000,6700000,0.9,0.0,0,0,8,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,14500,0.502,0.517,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"6,700,000 (17 Jun 26)",,1322749221,ORKUNDAN BOYASİZ TAM DOLU DAHA TEMİZİ YOK!!!,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-orkundan-boyasiz-tam-dolu-daha-temizi-yok-1322749221/detay
114,51.2,Turbo,2020,43500,7650000,0.9,0.0,0,0,8,No,No,0.0,1.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,7250,0.458,0.758,0.875,0.561,0.1,1.05,0.0,0.0,0.0,"7,650,000 (17 Jun 26)",,1322773204,-MAKINA VADI-2020 PORSCHE TAYCAN TURBO -YOLCU EKRANI-CHRONO-LIFT,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-makina-vadi-2020-porsche-taycan-turbo-yolcu-ekrani-chrono-lift-1322773204/detay
115,51.2,Taycan,2023,19400,8250000,20.8,4.1,1,3,39,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,6467,-0.046,0.784,1.0,0.0,0.6,0.95,5.0,3.0,0.0,"8,200,000 (17 May 26) -> 8,600,000 (01 Jun 26) -> 8,250,000 (11 Jun 26)",,1316041787,EKİP OTODAN BAYİ HATASIZ GARANTİLİ DÜŞÜK KM 476HB P.PLUS BATARYA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ekip-otodan-bayi-hatasiz-garantili-dusuk-km-476hb-p.plus-batarya-1316041787/detay
116,51.2,Taycan,2021,46000,6850000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,9200,0.379,0.693,1.0,0.0,0.25,0.95,5.0,3.0,0.0,"6,850,000 (25 Jun 26)",,1324344187,BAYİİ 2021 TAYCAN 476 HP 46.000 KM'DE BOYASIZ PERFORMACE+BATARYA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayii-2021-taycan-476-hp-46.000-km-de-boyasiz-performace-plusbatarya-1324344187/detay
117,51.2,Turbo S,2020,49000,9250000,30.3,9.8,2,2,24,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,8167,-0.124,0.728,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"10,150,000 (01 Jun 26) -> 10,250,000 (09 Jun 26) -> 9,250,000 (11 Jun 26) -> 8,350,000 (17 Jun 26) -> 9,250,000 (25 Jun 26)",,1318406799,GRAND MOTORS HATASIZ BOYASIZ TRAMERSİZ BAYİ ÖZEL RENK,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-grand-motors-hatasiz-boyasiz-tramersiz-bayi-ozel-renk-1318406799/detay
118,50.9,4S,2020,113000,6490000,11.9,3.9,1,0,16,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,18833,0.77,0.372,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"6,750,000 (09 Jun 26) -> 6,490,000 (17 Jun 26)",,1320786079,2020 TAYCAN 4S P.PLUS/HTSIZ /AİR/YLCU E./CHRONO/SĞT­MA/BOSE/571HP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-taycan-4s-p.plus-htsiz-air-ylcu-e-chrono-sgtma-bose-571hp-1320786079/detay
119,50.5,Taycan,2020,110000,6600000,11.9,0.8,1,2,24,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,18333,0.681,0.389,1.0,0.561,0.1,0.95,5.0,0.0,0.0,"6,650,000 (01 Jun 26) -> 6,600,000 (09 Jun 26)",,1318559138,YFK'DAN 2020 PORSCHE TAYCAN ARKA AKS-GECE GÖRÜŞ-AIRMTC HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yfk-dan-2020-porsche-taycan-arka-aks-gece-gorus-airmtc-hatasiz-1318559138/detay
120,50.3,Turbo S,2019,87000,7825000,29.2,3.3,3,2,71,Yes,Yes,0.0,0.0,0.0,23.0,PB Plus (93.4 kWh),Galeriden,Hayır,12429,-0.0,0.586,1.0,0.404,0.1,1.08,5.0,3.0,0.0,"8,095,000 (15 Apr 26) -> 7,985,000 (04 May 26) -> 7,895,000 (17 Jun 26) -> 7,825,000 (25 Jun 26)",,1309799643,| UNIQ AUTO | 2019 TURBO S SGTMA ''21'' BURMESTER Y.EKRN BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-uniq-auto-2019-turbo-s-sgtma-21-burmester-y.ekrn-bayi-1309799643/detay
121,50.1,4S,2023,9850,10550000,16.8,1.9,2,2,16,Yes,Yes,0.0,0.0,0.0,44.0,PB (79.2 kWh),Sahibinden,Hayır,3283,-0.674,0.891,1.0,0.772,0.6,1.0,5.0,3.0,0.0,"10,550,000 (09 Jun 26) -> 10,390,000 (11 Jun 26) -> 10,750,000 (17 Jun 26) -> 10,550,000 (25 Jun 26)",,1319994222,İlk sahibinden/9850 km/bayi/içi kırmızı/GARANTİLİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ilk-sahibinden-9850-km-bayi-ici-kirmizi-garantili-1319994222/detay
122,50.1,4S,2024,20000,13300000,4.7,0.0,0,1,24,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Sahibinden,Hayır,10000,-0.583,0.667,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"13,300,000 (01 Jun 26)",,1318834802,BAYİ! 2024 YENİ KASA 4SPP PORSCHE TAYCAN HATASIZ TRAMERSİZ FULL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-2024-yeni-kasa-4spp-porsche-taycan-hatasiz-tramersiz-full-1318834802/detay
123,50.0,4S,2020,51348,6750000,10.1,1.5,1,1,16,Yes,No,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,8558,0.438,0.715,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"6,850,000 (09 Jun 26) -> 6,750,000 (25 Jun 26)",,1320604146,"SS MOTORS 2020 TAYCAN 4S PERFORMANCE PLUS-Y.EKRANI-­21""JANT-571HP",https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ss-motors-2020-taycan-4s-performance-plus-y.ekrani-21-jant-571hp-1320604146/detay
124,49.4,4S,2023,6800,10599900,3.8,0.0,0,1,16,Yes,Yes,0.0,0.0,0.0,42.0,PB (79.2 kWh),Galeriden,Hayır,2267,-0.728,0.924,1.0,0.737,0.6,1.0,5.0,3.0,0.0,"10,599,900 (09 Jun 26)",,1320786378,HALİLOĞLU 2023 PORSCHE TAYCAN 4S PERFORMANCE PLUS BAYİ HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-haliloglu-2023-porsche-taycan-4s-performance-plus-bayi-hatasiz-1320786378/detay
125,49.3,Taycan,2022,23150,7700000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,29.0,PB (79.2 kWh),Galeriden,Hayır,5788,-0.189,0.807,1.0,0.509,0.4,0.95,5.0,3.0,0.0,"7,700,000 (25 Jun 26)",,1324598556,DOĞUŞ OTO KARTAL- 2022 PORSCHE TAYCAN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-oto-kartal-2022-porsche-taycan-1324598556/detay
126,48.9,Turbo,2020,15000,8175000,33.3,0.0,0,9,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,2500,0.061,0.917,1.0,0.0,0.1,1.05,5.0,0.0,0.0,"8,175,000 (07 Feb 26)",,1050985527,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO - PDCC -MASAJ-DISTRONIC,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2020-porsche-taycan-turbo-pdcc-masaj-distronic-1050985527/detay
127,48.8,Turbo,2022,71000,8399000,41.3,0.0,2,9,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,17750,-0.0,0.408,1.0,0.0,0.4,1.05,5.0,3.0,0.0,"8,150,000 (07 Feb 26) -> 8,099,000 (01 Mar 26) -> 7,900,000 (17 Mar 26) -> 8,099,000 (04 May 26) -> 8,399,000 (09 Jun 26)",,1269079264,2022/BAYİİ/­PERFORMANS PLUS/CHRONO/AİR/B­OSE/SOĞUTMA/2028 GARANTİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2022-bayii-performans-plus-chrono-air-bose-sogutma-2028-garanti-1269079264/detay
128,48.7,4S,2023,39461,10100000,11.8,2.7,1,1,14,Yes,Yes,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,13154,-0.186,0.562,1.0,0.0,0.6,1.0,5.0,3.0,0.0,"10,375,000 (11 Jun 26) -> 10,100,000 (25 Jun 26)",,1321468698,ALKAN AŞ 2023 BAYİ PORSCHE TAYCAN 4S PERF.PLS-BOSE -SOĞUTMA-HTSZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-alkan-as-2023-bayi-porsche-taycan-4s-perf.pls-bose-sogutma-htsz-1321468698/detay
129,48.5,4S,2022,38000,8600000,31.3,0.0,0,8,138,No,Yes,0.0,1.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,9500,-0.044,0.683,0.875,0.825,0.4,1.0,0.0,3.0,0.0,"8,600,000 (07 Feb 26)",,1298300290,PEUGEOT BAYKARALAR 2022 TAYCAN 4S PERFORMANCE PLUS*BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-peugeot-baykaralar-2022-taycan-4s-performance-plus-bayi-1298300290/detay
130,48.1,Turbo S,2020,21500,9150000,3.8,0.0,0,1,16,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,3583,-0.039,0.881,1.0,0.0,0.1,1.08,5.0,0.0,0.0,"9,150,000 (09 Jun 26)",,1321388054,PORSCHE TAYCAN TURBO S 761HP HATASIZ 21BİN KM'DE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-turbo-s-761hp-hatasiz-21bin-km-de-1321388054/detay
131,47.8,4S,2020,81000,6750000,0.9,0.0,0,0,8,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,13500,0.438,0.55,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"6,750,000 (17 Jun 26)",,1322048062,_OMEGA_ 2020 TAYCAN 4S PP ARKAAKS+MISSI­ONJNT+DISTRNC,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-omega-2020-taycan-4s-pp-arkaaks-plusmissionjnt-plusdistrnc-1322048062/detay
132,47.8,4S,2020,90000,6850000,31.6,5.5,1,3,115,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15000,0.311,0.5,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,250,000 (02 Mar 26) -> 6,850,000 (17 May 26)",,1145595835,REFORM MOTORS 2020 TAYCAN 4S PERF.PLUS BAYİİ AİRMATİC+YOLC.EKRN.,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-reform-motors-2020-taycan-4s-perf.plus-bayii-airmatic-plusyolc.ekrn-1145595835/detay
133,47.7,4S,2021,41000,7799000,8.3,0.0,0,2,39,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,8200,0.138,0.727,1.0,0.0,0.25,1.0,5.0,0.0,0.0,"7,799,000 (17 May 26)",,1316625545,2021/BOSE/KOLTK ISITMA&SOĞUTMA/DRKS ISITMA/360/YOLCU EKRAN/HATAS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-bose-koltk-isitma-sogutma-drks-isitma-360-yolcu-ekran-hatas-1316625545/detay
134,47.7,4S,2020,24000,7400000,16.5,2.6,1,2,39,Yes,Yes,0.0,0.0,0.0,57.0,PB Plus (93.4 kWh),Galeriden,Hayır,4000,-0.39,0.867,1.0,1.0,0.1,1.0,5.0,3.0,0.0,"7,450,000 (17 May 26) -> 7,600,000 (01 Jun 26) -> 7,400,000 (17 Jun 26)",,1316523986,24.000KM-HA­TASIZ/ARKA AKS/SOĞTMA/3­60KMR/MATRX FAR/AİR/YOLCU EKRN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-24.000km-hatasiz-arka-aks-sogtma-360kmr-matrx-far-air-yolcu-ekrn-1316523986/detay
135,47.6,GTS,2022,26000,12300000,26.9,0.0,0,7,116,Yes,Yes,0.0,0.0,0.0,30.0,PB Plus (93.4 kWh),Galeriden,Hayır,6500,-0.707,0.783,1.0,0.526,0.4,1.1,5.0,3.0,0.0,"12,300,000 (01 Mar 26)",,1302356709,BOYASIZ/26.000 KM/2022 TAYCAN GTS/21 JANT/HEAD UP/SOĞUTMA/VAKUUM,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-boyasiz-26.000-km-2022-taycan-gts-21-jant-head-up-sogutma-vakuum-1302356709/detay
136,47.6,GTS,2023,30000,11750000,23.3,0.0,0,4,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,10000,-0.601,0.667,1.0,0.0,0.6,1.1,5.0,3.0,0.0,"11,750,000 (07 Feb 26)",,1273437355,2023 GTS/BAYI CIKIS/SELECTED ALL OZEL SIPARIS ARAC/HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2023-gts-bayi-cikis-selected-all-ozel-siparis-arac-hatasiz-1273437355/detay
137,47.5,Turbo,2024,8000,16300000,65.3,17.5,2,7,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Galeriden,Hayır,4000,-1.042,0.867,1.0,0.0,1.0,1.05,5.0,3.0,0.0,"19,750,000 (07 Feb 26) -> 16,750,000 (09 Jun 26) -> 16,300,000 (25 Jun 26)",,1295988689,YENİKÖY MOTORS 2024 PORSCHE TAYCAN TURBO-AKS-SOĞU­TMA-884HP-BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2024-porsche-taycan-turbo-aks-sogutma-884hp-bayi-1295988689/detay
138,47.5,Taycan,2020,93000,6650000,0.0,0.0,0,0,0,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15500,0.635,0.483,1.0,0.0,0.1,0.95,5.0,0.0,0.0,"6,650,000 (25 Jun 26)",,1324313650,ARISOY'DAN 2020 PORSCHE TAYCAN ELEKTRİK HATASIZ 93.000 KM !!!,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-arisoy-dan-2020-porsche-taycan-elektrik-hatasiz-93.000-km-1324313650/detay
139,47.2,4S,2020,69970,6950000,5.0,0.4,1,0,4,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,11662,0.183,0.611,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"6,975,000 (21 Jun 26) -> 6,950,000 (25 Jun 26)",,1322965297,SAHIBINDEN TEMIZ HASARSIZ TRAMERSIZ TAYCAN 4S PERF. PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-temiz-hasarsiz-tramersiz-taycan-4s-perf-plus-1322965297/detay
140,47.1,4S,2022,94000,8050000,23.3,0.0,0,4,138,No,No,0.0,1.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,23500,0.736,0.217,0.875,0.0,0.4,1.0,0.0,0.0,0.0,"7,690,000 (07 Feb 26) -> 8,050,000 (01 Mar 26)",,1153564962,ÇETİNLER''DEN 2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571 BG,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-cetinler-den-2022-porsche-taycan-4s-performance-plus-571-bg-1153564962/detay
141,47.0,4S,2020,63000,7150000,29.9,10.1,3,0,16,Yes,Yes,0.0,0.0,0.0,30.0,PB (79.2 kWh),Sahibinden,Hayır,10500,-0.072,0.65,1.0,0.526,0.1,1.0,5.0,3.0,0.0,"7,950,000 (09 Jun 26) -> 7,600,000 (17 Jun 26) -> 7,500,000 (21 Jun 26) -> 7,150,000 (25 Jun 26)",,1311520836,BAYİ ÇIKIŞLI HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-cikisli-hatasiz-1311520836/detay
142,46.9,Turbo S,2020,17100,9100000,29.3,0.0,0,7,138,No,No,0.0,1.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,2850,0.004,0.905,0.875,0.561,0.1,1.08,0.0,0.0,0.0,"9,100,000 (07 Feb 26)",,1297395873,SAYLAY MOTORS TAYCAN TURBO S 18.000 KM HATASIZ 761HP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-saylay-motors-taycan-turbo-s-18.000-km-hatasiz-761hp-1297395873/detay
143,46.7,Taycan,2021,99607,6750000,3.8,0.0,0,1,16,No,Yes,1.0,0.0,0.0,49.0,PB Plus (93.4 kWh),Sahibinden,Hayır,19921,0.525,0.336,0.75,0.86,0.25,0.95,0.0,3.0,0.0,"6,750,000 (09 Jun 26)",,1320764187,İLK SAHİBİNDEN BAYİİ ÇIKIŞLI GARANTİSİ DEVAM EDEN PORSCHE TAYCAN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ilk-sahibinden-bayii-cikisli-garantisi-devam-eden-porsche-taycan-1320764187/detay
144,46.7,4S,2021,50000,7950000,21.1,0.0,0,5,100,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,10000,-0.041,0.667,1.0,0.0,0.25,1.0,5.0,3.0,0.0,"7,950,000 (17 Mar 26)",,1303710677,PORSCHE TAYCAN 4S PERFORMANCE PLUS-BAYİ-B­OYASIZ-CAM TAVAN-CHRONO,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-4s-performance-plus-bayi-boyasiz-cam-tavan-chrono-1303710677/detay
145,46.7,4S,2020,81000,7050000,9.8,0.7,1,1,24,Yes,No,0.0,0.0,0.0,45.0,PB Plus (93.4 kWh),Galeriden,Hayır,13500,0.056,0.55,1.0,0.789,0.1,1.0,5.0,0.0,0.0,"7,100,000 (01 Jun 26) -> 7,050,000 (21 Jun 26)",,1318372914,|TURA| 2020 BOYASIZ 571HP/KIRMIZID­ERİ-HEAD-UP-Aİ­RMATİC-SOGUTMA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-tura-2020-boyasiz-571hp-kirmizideri-head-up-airmatic-sogutma-1318372914/detay
146,46.5,4S,2020,40000,6750000,0.0,0.0,0,0,0,No,No,1.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,6667,0.438,0.778,0.75,0.526,0.1,1.0,0.0,0.0,0.0,"6,750,000 (25 Jun 26)",,1267196261,GAZİ 2020 TAYCAN 4S PERFORMANCE 31BİNKM İÇİ KIRMIZI TAMDOLU,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-gazi-2020-taycan-4s-performance-31binkm-ici-kirmizi-tamdolu-1267196261/detay
147,46.5,Turbo S,2021,6150,12500000,39.3,0.0,2,8,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,1230,-0.497,0.959,1.0,0.0,0.25,1.08,5.0,3.0,0.0,"11,900,000 (07 Feb 26) -> 12,500,000 (01 Apr 26) -> 11,900,000 (15 Apr 26) -> 12,500,000 (17 May 26) -> 11,900,000 (17 Jun 26) -> 12,500,000 (25 Jun 26)",,1273775102,EROĞLU / BAYİ / CARBON BODY KİT -ARKA AKS- TAYCAN TURBO S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-eroglu-bayi-carbon-body-kit-arka-aks-taycan-turbo-s-1273775102/detay
148,46.5,Taycan,2025,10000,13950000,4.7,0.0,0,1,24,Yes,Yes,0.0,0.0,0.0,32.0,PB (89 kWh),Galeriden,Hayır,10000,-0.878,0.667,1.0,0.561,1.0,0.95,5.0,3.0,0.0,"13,950,000 (01 Jun 26)",,1317232594,BİNİCİ GRUP FARKIYLA 2025 PORSCHE TAYCAN 4 BAYİ ORJİNAL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-binici-grup-farkiyla-2025-porsche-taycan-4-bayi-orjinal-1317232594/detay
149,46.4,GTS,2023,42500,11735000,26.5,8.0,1,2,52,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,14167,-0.557,0.528,1.0,0.0,0.6,1.1,5.0,3.0,0.0,"12,750,000 (04 May 26) -> 11,735,000 (01 Jun 26)",,1311525507,ZENN MOTORS'TAN 2023 PORSCHE TAYCAN GTS HATASIZ BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-zenn-motors-tan-2023-porsche-taycan-gts-hatasiz-bayi-1311525507/detay
150,46.2,Turbo S,2020,36300,9200000,13.8,0.0,1,2,52,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,6050,-0.081,0.798,1.0,0.0,0.1,1.08,5.0,0.0,0.0,"8,850,000 (04 May 26) -> 8,550,000 (09 Jun 26) -> 9,200,000 (11 Jun 26)",,1315037617,2020 Porsche Taycan TURBO S HATASIZ FULL + FULL ORJ CARBON,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsche-taycan-turbo-s-hatasiz-full-plus-full-orj-carbon-1315037617/detay
151,46.0,GTS,2023,56962,11700000,15.8,0.0,1,3,52,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,18987,-0.452,0.367,1.0,0.0,0.6,1.1,5.0,3.0,0.0,"9,875,000 (04 May 26) -> 9,750,000 (17 May 26) -> 11,700,000 (25 Jun 26)",,1312712957,"BAYİ PORSCHE TAYCAN GTS TAMAMINA KREDİ KARTI 12 AY %2,77","https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-porsche-taycan-gts-tamamina-kredi-karti-12-ay-2,77-1312712957/detay"
